smiles,c_t,c_t_cea,isp,isp_cea,cstar,cstar_cea,Al,EMs,HTPB,NH4CLO4
O=[N+]([O-])n1cnc2c3no[n+]([O-])c3c3c(no[n+]3[O-])c21,3375.945,3393.2,264.5141,264.58715596330273,1583.8888,1583.2,18.27520971,10.00024332,12.00004044,59.72450654
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3435.4827,3468.5,264.50067,264.68909276248723,1579.3342,1582,19.99962576,10.00171264,12.00013706,57.99852454
NC1C([N+](=O)[O-])N=Nc2ncnn21,3282.0916,3290.8,264.50058,264.95412844036696,1586.193,1587.9,17.62896537,10.00452848,12.000036,60.36647014
ON=C(C(=NO)c1nnn[nH]1)c1nnn[nH]1,3304.6084,3324.4,264.50037,264.7094801223242,1582.7423,1585.4,17.83093816,10.00276165,12.00038484,60.16591535
O=[N+]([O-])c1n[nH]c(-c2nc(-c3noc(-c4[nH]nc([N+](=O)[O-])c4[N+](=O)[O-])n3)no2)c1[N+](=O)[O-],3394.66,3414.9,264.49918,264.9133537206932,1583.8047,1584.9,18.52521532,10.00380142,12.00007901,59.47090425
O=[N+]([O-])C(c1ncon1)[N+](=O)[O-],3433.1653,3448.6,264.499,264.77064220183485,1581.4491,1582.7,19.5740901,10.00123162,12.00007125,58.42460703
COc1nc(N(CCO[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])nc1[N+](=O)[O-],3369.0781,3409.2,264.49707,265.045871559633,1580.502,1583.9,19.58610737,10.00314495,12.0004912,58.41025649
O=[N+]([O-])c1noc(Nc2nnc3nncn3n2)n1,3348.0105,3361.7,264.4969,264.8012232415902,1585.9382,1585.6,17.85772895,10.00092831,12.00031959,60.14102315
Nc1c2[nH]nnc2nn[n+]1[O-],3281.91,3300,264.4963,264.7196738022426,1583.6724,1586.5,17.45153926,10.00113136,12.00001965,60.54730973
O=[N+]([O-])c1cnn(-c2ncn([N+](=O)[O-])n2)n1,3384.3723,3398.1,264.4931,264.8012232415902,1582.7577,1583.8,18.68614468,10.00228791,12.00015472,59.31141269
CN(Cn1nc([N+](=O)[O-])nc1-c1nc([N+](=O)[O-])nn1CN(C)[N+](=O)[O-])[N+](=O)[O-],3323.8801,3346,264.48932,264.83180428134557,1582.6614,1583.8,18.88941347,10.0016876,12.00011001,59.10878892
O=C(O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3439.6052,3477.7,264.4881,264.9847094801223,1580.0289,1584,19.99699233,10.99424294,12.00097641,57.00778833
Nc1c([N+](=O)[O-])nnn1-c1nnn[nH]1,3333.0808,3352.5,264.48782,264.7808358817533,1584.5057,1585,18.17748981,10.00192942,12.00004678,59.82053399
O=[N+]([O-])N(Cc1nnn[nH]1)Cc1nnn[nH]1,3274.9792,3298,264.4878,264.7094801223242,1579.8558,1585.8,17.8372254,10.00049088,12.00004662,60.16223711
Nc1nnnn1CCCn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],3318.492,3337.3,264.47983,265.0050968399592,1584.5032,1586.3,18.37142571,10.00095194,12.00001103,59.62761132
O=[N+]([O-])c1n[nH]c(-c2n[nH]c(-c3nc([N+](=O)[O-])n[nH]3)c2[N+](=O)[O-])n1,3359.0208,3385.9,264.47937,264.93374108053007,1583.9622,1585.6,18.28697919,10.00468392,12.00006592,59.70827097
O=[N+]([O-])c1nc(-c2nnnn2O)n[nH]1,3375.9377,3398.1,264.47858,264.99490316004074,1583.9893,1585.4,18.57761689,10.00053037,12.00002665,59.42182609
Cc1nn2/c(=N\[N+](=O)[O-])[nH]nc2[nH]1,3281.527,3292.1,264.47815,265.0254841997961,1588.4982,1588.3,17.64444528,10.00081885,12.0001892,60.35454666
O=[N+]([O-])c1n[nH]c(-c2[nH]nc([N+](=O)[O-])c2[N+](=O)[O-])n1,3400.5066,3420.3,264.47797,264.7094801223242,1582.99,1583.2,18.87029428,10.00001647,12.00021507,59.12947418
On1nnnc1-c1n[nH]nc1-c1nnnn1O,3323.2175,3349.1,264.47272,265.0254841997961,1584.6401,1587.1,17.84564672,10.00222227,12.00001847,60.15211254
O=C(OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3451.6511,3489.2,264.47003,264.72986748216107,1579.0221,1582.5,19.99969531,10.01959996,12.00172059,57.97898414
CN(Cn1nc([N+](=O)[O-])n(CN(C)[N+](=O)[O-])c1=O)[N+](=O)[O-],3321.712,3339.3,264.46918,264.9133537206932,1583.6047,1584.4,19.05757407,10.00044957,12.00002952,58.94194685
O=[N+]([O-])c1n[nH]c(-c2nnc(/N=N\c3nnc(-c4[nH]nc([N+](=O)[O-])c4[N+](=O)[O-])o3)o2)c1[N+](=O)[O-],3396.5735,3420.6,264.46603,265.1783893985729,1582.7495,1586.2,18.61848125,10.00268698,12.00003702,59.37879476
[N-]=[N+]=Nc1no[n+]([O-])c1-c1noc(N)n1,3358.1038,3372.1,264.46307,264.7808358817533,1585.607,1584.9,18.15087294,10.00085185,12.00033144,59.84794376
[N-]=[N+]=NC(=O)C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3449.8896,3495.1,264.45715,264.6075433231397,1579.3256,1581.5,19.99879277,10.0008951,12.00136699,57.99894514
Nc1c([N+](=O)[O-])nnc2nc(-c3[nH]nc([N+](=O)[O-])c3[N+](=O)[O-])nn12,3362.4006,3385.9,264.45663,264.93374108053007,1583.8212,1585.5,18.2864787,10.00028612,12.00001497,59.71322021
[N-]=[N+]=Nc1[nH]c(-c2nc([N+](=O)[O-])c(N=[N+]=[N-])[nH]2)nc1[N+](=O)[O-],3349.7615,3370.2,264.4558,264.65851172273193,1583.5193,1583.9,18.12722071,10.00122974,12.00004405,59.8715055
Nc1nnc(-c2[nH]nc([N+](=O)[O-])c2[N+](=O)[O-])o1,3370.106,3387.4,264.45398,264.841997961264,1584.0646,1584.6,18.56348723,10.0015118,12.00050595,59.43449502
O=[N+]([O-])c1cnn(-c2cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2)c1,3351.8965,3372.7,264.4535,264.8827726809378,1584.9364,1585.1,18.33846612,10.00594532,12.0001283,59.65546026
O=[N+]([O-])c1nc(-c2nc([N+](=O)[O-])nn2O)n(O)n1,3412.7952,3447.3,264.45258,265.07645259938835,1582.8414,1585,19.19776951,10.00201713,12.0000119,58.80020145
Nc1nn2c(N[N+](=O)[O-])nnc2n[n+]1[O-],3383.0823,3388.8,264.4523,265.19877675840974,1586.8319,1586.5,18.63672888,10.00089333,12.00002012,59.36235767
[N-]=[N+]=NCc1nc(-c2no[n+]([O-])c2-c2noc(CN=[N+]=[N-])n2)no1,3323.593,3329.5,264.45044,264.8012232415902,1587.0416,1586.5,17.52301867,10.00080567,12.00011698,60.47605869
O=[N+]([O-])c1nn2c(c1[N+](=O)[O-])-c1c([N+](=O)[O-])c([N+](=O)[O-])nn1CC2,3361.0872,3384.7,264.4492,264.59734964322115,1582.9811,1582.8,18.63458722,10.00341692,12.00002415,59.36197171
O=C(CO[N+](=O)[O-])CO[N+](=O)[O-],3429.685,3455.5,264.44818,265.36187563710496,1583.0311,1586.3,19.99956675,13.95280895,12.00011553,54.04750877
N#Cc1c(N)no[n+]1[O-],3321.928,3336.5,264.44818,264.7808358817533,1586.1603,1585.7,17.88186853,10.00313039,12.00085019,60.11415089
O=[N+]([O-])/N=c1\[nH]nc(-c2n[nH]/c(=N\[N+](=O)[O-])o2)o1,3418.079,3434.5,264.44763,264.4036697247706,1582.5923,1580.4,19.38780151,10.00000153,12.00022205,58.61197491
O=[N+]([O-])/N=c1/[nH]nc(-c2n[nH]/c(=N/[N+](=O)[O-])o2)o1,3418.0427,3445.7,264.44748,264.99490316004074,1582.616,1584,19.37849711,10.00062981,12.00041777,58.62045531
O=[N+]([O-])c1[nH]nc(-c2n[nH]c(N=Nc3nc(-c4n[nH]c([N+](=O)[O-])c4[N+](=O)[O-])n[nH]3)n2)c1[N+](=O)[O-],3357.1716,3386.2,264.44653,265.1885830784913,1585.1158,1587.3,18.17490572,10.00355865,12.00058845,59.82094717
Nc1n[n+]([O-])c([N+](=O)[O-])c(N)c1[N+](=O)[O-],3372.6487,3391.5,264.44354,264.8827726809378,1582.753,1584,19.07978456,10.00000372,12.00006815,58.92014356
O=[N+]([O-])c1nn2c(c1[N+](=O)[O-])Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn1C2,3386.528,3413.3,264.43182,264.8012232415902,1583.7343,1583.8,18.80409655,10.0088433,12.00008997,59.18697018
O=[N+]([O-])c1cnn(-c2nc([N+](=O)[O-])n[nH]2)n1,3375.783,3401,264.4292,264.9235474006116,1583.5471,1585.1,18.52977935,10.00030405,12.0000525,59.46986411
Nc1c([N+](=O)[O-])nn(Cn2nnnc2N)c1[N+](=O)[O-],3315.7898,3338.7,264.42764,264.9031600407747,1583.746,1585.4,18.36855793,10.00021398,12.00001425,59.63121384
[N-]=[N+]=Nc1nn2nnnc2c([N+](=O)[O-])c1N,3342.3665,3358.1,264.42572,265.03567787971457,1585.0433,1587.2,17.77033901,10.00009074,12.00050462,60.22906563
O=[N+]([O-])n1nc2c3nn([N+](=O)[O-])nc3c3nn([N+](=O)[O-])nc3c2n1,3390.5886,3419.7,264.42572,264.36289500509685,1581.0842,1581.8,18.43825248,10.00190781,12.00014937,59.55969034
O=[N+]([O-])C(c1n[nH]c(-c2nonc2/N=N/c2nonc2-c2nc(C([N+](=O)[O-])[N+](=O)[O-])n[nH]2)n1)[N+](=O)[O-],3375.9758,3402.5,264.42474,264.841997961264,1584.3065,1584.6,18.51878831,10.00115723,12.00013117,59.47992329
O=[N+]([O-])/N=c1\[nH]nnn1CCn1cnc([N+](=O)[O-])n1,3324.4153,3337.5,264.4242,264.85219164118246,1582.5487,1584.9,18.42001699,10.00042551,12.00000082,59.57955668
CNn1nnnc1N,3170.2493,3185.8,264.4215,264.8216106014271,1588.9457,1590.2,17.10099092,10.0003157,12.00192881,60.89676457
O=[N+]([O-])c1n[nH]nc1-c1nnn[nH]1,3333.2961,3362.5,264.42084,264.69928644240565,1582.0995,1584.5,18.10265352,10.00079333,12.00000773,59.89654542
N/C(=N\[N+](=O)[O-])NNC(=O)NNC(=O)NN/C(N)=N/[N+](=O)[O-],3321.2878,3354.9,264.4162,264.6788990825688,1578.3951,1582.6,19.27594931,10.00028146,12.00013788,58.72363134
O=C(C[C@H](C(=O)O)N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3436.5798,3477.7,264.41608,264.77064220183485,1578.9048,1582.6,19.99930572,10.02099762,12.00010211,57.97959455
Nc1nc(N)c([N+](=O)[O-])[n+]([O-])c1[N+](=O)[O-],3373.5447,3398.8,264.41495,265.27013251783893,1583.1676,1586.3,19.06183577,10.00106667,12.0001641,58.93693346
On1nnnc1-c1nnn(-c2nn[nH]n2)n1,3340.4705,3347.3,264.4146,264.4444444444444,1586.177,1583.7,17.76980259,10.00044565,12.00020495,60.22954682
O=c1[nH][nH]c(=O)n1NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3408.407,3440.4,264.4128,264.69928644240565,1579.9292,1581.7,19.91320172,10.00020124,12.0002279,58.08636914
O=[N+]([O-])Nc1c([N+](=O)[O-])cc(-n2cncc2[N+](=O)[O-])cc1[N+](=O)[O-],3355.2754,3369.9,264.41257,265.09683995922524,1584.7241,1586.7,18.30038335,10.01162406,12.00006617,59.68792642
[N-]=[N+]=Nc1nnc([N+](=O)[O-])c(N)n1,3336.8335,3359.2,264.4119,264.525993883792,1582.0863,1583.5,18.10581008,10.0008474,12.0000179,59.89332462
[N-]=[N+]=Nc1ncnn1-c1n[n+]([O-])c(N)[n+]([O-])n1,3327.5217,3344.3,264.40933,264.77064220183485,1585.0067,1585.6,17.84659619,10.00043831,12.00016888,60.15279662
Nc1nc([N+](=O)[O-])nn1N,3316.139,3330.3,264.4088,264.434250764526,1580.4915,1582.1,18.72097424,10.00059178,12.00023122,59.27820276
Nc1nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1,3421.9153,3455.1,264.4082,264.322120285423,1580.0116,1579.5,19.96704004,10.00065799,12.0004486,58.03185336
O=[N+]([O-])n1cnc(C2=NOC(c3ncn([N+](=O)[O-])n3)=NO2)c1,3356.5554,3379.8,264.40167,264.8216106014271,1585.2711,1584.8,18.30404647,10.0006104,12.00005808,59.69528505
COc1c([N+](=O)[O-])nn(C)c1[N+](=O)[O-],3323.1453,3328.7,264.40063,264.7400611620795,1583.2737,1583.4,18.8794004,10.00048979,12.00023973,59.11987008
CN(Cn1c([N+](=O)[O-])n[nH]c1=O)[N+](=O)[O-],3345.2034,3352.7,264.3991,264.4036697247706,1581.9135,1581.1,19.13900715,10.0053043,12.00024049,58.85544806
Nc1c([N+](=O)[O-])nn(Cc2nnc(Cn3nc([N+](=O)[O-])c(N)c3[N+](=O)[O-])n2/N=N/n2c(Cn3nc([N+](=O)[O-])c(N)c3[N+](=O)[O-])nnc2Cn2nc([N+](=O)[O-])c(N)c2[N+](=O)[O-])c1[N+](=O)[O-],3330.7932,3344.5,264.3988,264.68909276248723,1582.5968,1583.6,18.4494408,10.00019795,12.00120975,59.5491515
N#Cc1c([N+](=O)[O-])c([N+](=O)[O-])nn1N,3365.2175,3397.5,264.39767,264.97451580020385,1584.8705,1585.3,18.55972255,10.00436156,12.00029686,59.43561903
Nc1nnn(Cn2nc([N+](=O)[O-])c(N)c2[N+](=O)[O-])n1,3315.801,3338.4,264.39606,264.8827726809378,1583.6871,1585.3,18.36818957,10.00278566,12.00025585,59.62876892
NN/C(N)=C(\c1nnnn1N)[N+](=O)[O-],3286.2659,3294.6,264.3955,264.93374108053007,1583.6637,1586.5,18.24071255,10.00073792,12.00014064,59.75840889
O=[N+]([O-])c1cnc(Nc2nnn[nH]2)c([N+](=O)[O-])c1,3314.699,3333.3,264.3948,264.6075433231397,1583.3817,1584.7,17.87650981,10.00151616,12.00069375,60.12128028
O=C(N/N=C/c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])N/N=C/c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],3338.5469,3362,264.39453,264.9439347604485,1583.458,1585.4,18.36517158,10.0012704,12.00027337,59.63328465
O=[N+]([O-])c1cc([N+](=O)[O-])c(N2c3nonc3-c3no[n+]([O-])c3-c3nonc32)c([N+](=O)[O-])c1,3370.1692,3389.8,264.39276,264.8114169215087,1584.8491,1584.6,18.2500807,10.0004681,12.00007803,59.74937317
O=[N+]([O-])c1n[nH]c(-c2nc([N+](=O)[O-])n[nH]2)n1,3371.3894,3381,264.3921,263.86340468909276,1583.057,1578.7,18.53561127,10.0001178,12.00017806,59.46409287
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],3360.2908,3373.6,264.3906,264.96432212028543,1583.0328,1583.7,19.34220493,10.00060573,12.00015333,58.65703601
O=[N+]([O-])N(CCN(c1nonc1-c1ncon1)[N+](=O)[O-])c1nonc1-c1ncon1,3337.5378,3357.4,264.38705,264.8827726809378,1586.0657,1585.5,18.18225485,10.07118218,12.00310056,59.74346241
O=[N+]([O-])OCc1nc(-c2nonc2/N=N\c2nonc2-c2noc(CO[N+](=O)[O-])n2)no1,3380.3992,3398.6,264.3858,264.8216106014271,1582.746,1584.2,18.59604937,10.00123694,12.00007236,59.40264133
Nc1nc(NC(=O)N[N+](=O)[O-])n/c(=N/[N+](=O)[O-])n1O,3364.9104,3399.9,264.3811,264.5463812436289,1580.3253,1581.7,19.27545093,10.00050639,12.00000606,58.72403663
O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(COC(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3424.4333,3467.7,264.38092,264.7196738022426,1578.6588,1582.2,19.99997065,10.00203334,12.00027941,57.9977166
Nc1nc(NC(=O)N[N+](=O)[O-])n/c(=N\[N+](=O)[O-])n1O,3364.8376,3399.9,264.3806,264.5463812436289,1580.3168,1581.7,19.27644204,10.00623044,12.00008231,58.7172452
NN1c2c([N+](=O)[O-])c([N+](=O)[O-])nn2Cn2nc([N+](=O)[O-])c([N+](=O)[O-])c21,3381.3962,3401.7,264.3801,264.6483180428134,1582.4447,1582.8,18.86438375,10.00107848,12.00008211,59.13445567
O=[N+]([O-])OCc1nnn(-c2nonc2[N+](=O)[O-])c1CO[N+](=O)[O-],3416.843,3443.8,264.37543,265.3109072375127,1580.7606,1585.8,19.48269383,10.00044638,12.00002112,58.51683866
O=[N+]([O-])/N=c1/[nH]c2c(N[N+](=O)[O-])n[nH]/c(=N\[N+](=O)[O-])c2[nH]1,3375.805,3400.1,264.37463,264.77064220183485,1582.8275,1583.6,18.89063969,10.00033675,12.0001071,59.10891647
Nc1nc(N[N+](=O)[O-])nn1-c1nnn[nH]1,3321.4,3337.8,264.37073,264.525993883792,1582.2107,1583.5,18.22732015,10.00248808,12.00143353,59.76875824
O=[N+]([O-])c1nc(/N=N/c2nc([N+](=O)[O-])nn2Cc2nnn[nH]2)n(Cc2nnn[nH]2)n1,3306.0383,3331.1,264.368,264.638124362895,1582.4203,1585.1,17.75886655,10.00324656,12.00010094,60.23778595
C1OCn2nnnc2-c2nnnn21,3264.3884,3277.3,264.36798,264.8012232415902,1585.4298,1588,17.13335349,10.00027052,12.00033989,60.8660361
Nc1c([N+](=O)[O-])c(N(CCN(c2nn3nnnc3c(N)c2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])nn2nnnc12,3337.1487,3359.5,264.36734,264.96432212028543,1585.299,1585.9,18.2639167,10.0048838,12.00021936,59.73098014
N/C(=N/[N+](=O)[O-])NNc1nc(NN/C(N)=N/[N+](=O)[O-])nc(NN/C(N)=N/[N+](=O)[O-])n1,3322.2598,3339.4,264.3625,264.9235474006116,1580.8143,1585,18.72901567,10.0035642,12.00070297,59.26671717
O=[N+]([O-])OCc1onc(-c2noc(CO[N+](=O)[O-])c2CO[N+](=O)[O-])c1CO[N+](=O)[O-],3393.0444,3410.4,264.35162,264.638124362895,1581.292,1581.8,19.49718664,10.00210704,12.00001856,58.50068776
Nc1n[n+]([O-])nc2c([N+](=O)[O-])n[nH]c12,3327.0105,3349.6,264.348,264.638124362895,1582.393,1584.1,18.16982716,10.00049225,12.0001698,59.82951078
[N-]=[N+]=Nc1nn(CCn2nnnc2N)c(N=[N+]=[N-])c1[N+](=O)[O-],3279.6194,3298.5,264.34406,264.62793068297657,1583.4259,1586,17.44340912,10.00000693,12.00000563,60.55657832
Nc1nonc1/N=[N+](/[O-])c1nonc1N,3323.9016,3343.1,264.34348,264.83180428134557,1583.0211,1585.1,18.27916576,10.00178084,12.00011208,59.71894133
O=[N+]([O-])Cc1nnc(-c2n[nH]/c(=N\[N+](=O)[O-])[nH]2)o1,3355.0317,3371.8,264.3429,264.57696228338426,1583.2864,1582.7,18.6624764,10.00000917,12.00000999,59.33750444
O=[N+]([O-])c1nonc1-c1nnc(N=Nc2nnc(-c3nonc3[N+](=O)[O-])o2)o1,3407.1704,3428.7,264.339,264.85219164118246,1583.9923,1584.6,18.45798215,10.00372365,12.0000771,59.53821709
O=[N+]([O-])c1nonc1-c1nnc(/N=N/c2nnc(-c3nonc3[N+](=O)[O-])o2)o1,3407.0447,3428.6,264.3387,264.85219164118246,1583.994,1584.6,18.45540979,10.01399334,12.00006395,59.53053292
[N-]=[N+]=Nc1no[n+]([O-])c1-c1n[nH]c(N)n1,3310.237,3330.1,264.33398,264.58715596330273,1583.7798,1584.8,17.75341991,10.00045257,12.00036096,60.24576656
CN(CC(=O)N=[N+]=[N-])[N+](=O)[O-],3294.0857,3330,264.3308,265.06625891946993,1577.4839,1585.7,18.81834096,10.00050579,12.00008404,59.18106921
O=[N+]([O-])c1n[nH]c(-n2cnc([N+](=O)[O-])n2)n1,3375.1692,3390.3,264.33044,264.3527013251784,1582.9437,1581.7,18.52763995,10.00068455,12.00002005,59.47165545
[O-][N+]1=C2C(=NC1)c1nonc1N(O)c1nonc12,3312.2322,3330,264.33005,264.9031600407747,1587.3016,1586.2,17.71553594,10.00026812,12.00000493,60.284191
O=[N+]([O-])Nc1nnc(-c2cc(-c3nnc(N[N+](=O)[O-])[nH]3)[nH]n2)[nH]1,3308.3606,3317.1,264.32547,264.5361875637105,1581.8964,1584.7,17.76392263,10.00035994,12.00006149,60.23565594
O=[N+]([O-])OCCNc1nc(NCCO[N+](=O)[O-])c([N+](=O)[O-])nc1[N+](=O)[O-],3347.44,3366.8,264.32498,264.79102956167173,1581.8663,1583.1,19.24093738,10.00067282,12.00029424,58.75809556
O=C(O)CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3408.0505,3438.7,264.32236,264.97451580020385,1580.7114,1583.6,19.97623512,10.0226559,12.00825224,57.99285674
N/N=C(\N)c1nonc1NN,3215.3586,3223.7,264.32147,264.56676860346585,1584.605,1586.5,17.59443118,10.00346258,12.00002919,60.40207705
O=[N+]([O-])c1n[nH]c(-c2n[nH]c(N=Nc3nc(-c4[nH]nc([N+](=O)[O-])c4[N+](=O)[O-])n[nH]3)n2)c1[N+](=O)[O-],3357.676,3374.6,264.32004,264.57696228338426,1584.5361,1583.5,18.19157498,10.00582089,12.00047817,59.80212596
O=[N+]([O-])c1cc(-n2cncc2[N+](=O)[O-])cc([N+](=O)[O-])c1[N+](=O)[O-],3352.4583,3370.9,264.31876,264.7808358817533,1583.7507,1584.6,18.32857779,10.00022684,12.00022646,59.67096892
O=[N+]([O-])c1cc(-c2c([N+](=O)[O-])n[nH]c2[N+](=O)[O-])c([N+](=O)[O-])cc1-c1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-],3368.3625,3395.6,264.31525,264.59734964322115,1581.7888,1582.4,18.72648984,10.00013763,12.00005905,59.27331347
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N2c3nonc3-c3no[n+]([O-])c3-c3nonc32)c1[N+](=O)[O-],3362.2893,3383.2,264.3147,264.75025484199796,1584.664,1584.6,18.1507193,10.00219964,12.00022206,59.84685899
Nc1nnc2nnc(Nc3nc([N+](=O)[O-])no3)nn12,3332.7268,3350.7,264.31073,264.66870540265035,1584.9413,1584.7,17.92250892,10.00069244,12.00003278,60.07676586
Nc1nc2nnc3nc(N[N+](=O)[O-])nn3n2n1,3322.2817,3341.8,264.30765,264.6483180428134,1583.0863,1584.8,17.84604399,10.0010586,12.0014198,60.15147761
O=[N+]([O-])c1cn(-c2cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2)cn1,3351.8687,3369.8,264.30624,264.7196738022426,1583.4811,1584.2,18.33047791,10.00056295,12.00016149,59.66879764
O=[N+]([O-])c1nc(-c2nnn[nH]2)n[nH]1,3330.8115,3362.7,264.30298,264.7196738022426,1581.6194,1584.6,18.10648247,10.00104305,12.00028713,59.89218735
Nc1n[n+]([O-])nc2[nH]nc([N+](=O)[O-])c12,3327.357,3340.6,264.30298,264.15902140672785,1582.3907,1581.4,18.15368064,10.00342475,12.00097706,59.84191755
O=[N+]([O-])c1cc([N+](=O)[O-])c(N2c3nonc3-c3nonc3-c3nonc32)c([N+](=O)[O-])c1,3356.788,3374.3,264.3023,264.638124362895,1586.3683,1584.5,17.87326466,10.00243345,12.00025149,60.12405039
[N-]=[N+]=Nc1nn2nnc([N+](=O)[O-])c2nc1N,3333.7166,3354.4,264.3012,264.841997961264,1583.8094,1586,17.77417423,10.00243291,12.00018966,60.2232032
O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,3358.362,3373.8,264.295,264.85219164118246,1583.9619,1583.6,18.75885567,10.00130788,12.00004347,59.23979298
Nc1n/c(=N\[N+](=O)[O-])o[nH]1,3363.5657,3392.9,264.29416,264.7196738022426,1580.7511,1582.7,19.28478026,10.00475295,12.00003227,58.71043452
Nn1nc([N+](=O)[O-])nc1-c1nc([N+](=O)[O-])nn1N,3366.7227,3375.3,264.288,264.76044852191643,1584.9957,1583.7,18.70523422,10.00094793,12.00004472,59.29377313
[N-]=[N+]=Nc1nnnn1N=C1CCCC=C1Nn1nnnc1N=[N+]=[N-],3224.638,3236.6,264.28714,264.69928644240565,1588.1812,1590.1,16.34578307,10.00021267,12.00006937,61.65393489
O=[N+]([O-])Nc1nonc1-c1nnc(N=Nc2nnc(-c3nonc3N[N+](=O)[O-])o2)o1,3389.7102,3408,264.2859,264.58715596330273,1582.7156,1583,18.49137253,10.00034802,12.00002924,59.50825022
O=[N+]([O-])Nc1nonc1-c1nnc(/N=N/c2nnc(-c3nonc3N[N+](=O)[O-])o2)o1,3389.694,3408,264.28583,264.58715596330273,1582.7162,1583,18.4909233,10.00074939,12.00012979,59.50819752
N(=N\c1nonc1-c1nnn[nH]1)\c1nonc1-c1nnn[nH]1,3313.6858,3336.3,264.28513,264.5463812436289,1582.5288,1585.1,17.39420306,10.00044794,12.00015923,60.60518977
[N-]=[N+]=NCN1c2nonc2N(CN=[N+]=[N-])c2nonc21,3296.4885,3314,264.28506,264.9847094801223,1584.5917,1588.2,17.31409686,10.00358593,12.00014806,60.68216915
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3472.813,3518.4,264.28278,264.62793068297657,1578.7974,1582.2,19.999956,10.00255538,12.00243279,57.99505583
O=[N+]([O-])c1n[nH]c(-c2ncn([N+](=O)[O-])n2)n1,3376.5994,3394.5,264.27972,264.58715596330273,1582.9227,1583,18.53130652,10.001751,12.00026393,59.46667856
Nc1nnc2c([N+](=O)[O-])c(-c3nn4c(N)c([N+](=O)[O-])nnc4c3[N+](=O)[O-])nn2c1[N+](=O)[O-],3343.9998,3370.9,264.2768,264.5361875637105,1581.3097,1583.4,18.15740325,10.00006484,12.00008992,59.84244198
O=[N+]([O-])C(c1n[nH]c(C(O)(O)c2nc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n[nH]2)n1)([N+](=O)[O-])[N+](=O)[O-],3419.9348,3474.2,264.27496,264.6788990825688,1579.6989,1581.9,19.79728786,10.00088032,12.00005656,58.20177526
O=C(Nn1cnnc1N[N+](=O)[O-])c1nnc(N[N+](=O)[O-])[nH]1,3346.8406,3373.8,264.2746,264.86238532110093,1582.9235,1584.6,18.64157313,10.00561404,12.00088231,59.35193052
O=[N+]([O-])c1nn(Cn2nc([N+](=O)[O-])c(O)c2[N+](=O)[O-])c([N+](=O)[O-])c1O,3386.3972,3430.4,264.27316,264.62793068297657,1580.0697,1582,19.31850202,10.00156326,12.00007386,58.67986086
O=[N+]([O-])Cc1nnc(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])o1,3376.364,3384.8,264.2708,264.6075433231397,1583.067,1582.9,18.63025202,10.00147065,12.00020099,59.36807635
COc1n[n+]([O-])c([N+](=O)[O-])c(OC)c1[N+](=O)[O-],3349.506,3366.3,264.27063,264.77064220183485,1582.5201,1582.7,19.26052533,10.00139708,12.00000052,58.73807708
